frame,elapsed_s,capture_wait_ms,vision_and_pwm_ms,track_status,control_status,near_status,far_status,pair_status,near_offset,far_y,far_x,preview_error,steering_pwm,pwm_sent
392,22.938750408000487,46.1578880003799,7.767221000904101,selected,ready,direct,direct,consistent,-0.053125,0.6,72.75,-0.1656249999999999,363,True
393,22.98609421999936,39.21219100084272,8.044807998885517,selected,ready,direct,direct,consistent,-0.05625,0.55,68.5,-0.1875,365,True
394,23.03291506000096,39.17715399984445,7.558465000329306,selected,ready,direct,direct,consistent,-0.05625,0.6,72.25,-0.1781249999999999,364,True
395,23.079944397000872,39.29981900000712,7.643685999937588,selected,ready,direct,direct,consistent,-0.059375,0.6,72.25,-0.17187499999999994,364,True
396,23.174504672000694,46.41866199926881,8.109326001431327,selected,ready,direct,direct,consistent,-0.05625,0.55,68.25,-0.19218750000000004,365,True
397,23.22261689700099,40.2095619992906,7.671926001421525,selected,ready,direct,direct,consistent,-0.05625,0.6,72.25,-0.1781249999999999,364,True
398,23.268343625999478,37.95534100026998,7.6863889989908785,selected,ready,direct,direct,consistent,-0.05625,0.6,72.25,-0.1781249999999999,364,True
399,23.315358740999727,39.32204100055969,7.606945999214076,selected,ready,direct,direct,consistent,-0.05625,0.6,72.25,-0.1781249999999999,364,True
400,23.40974366699993,46.704489999683574,7.741055000224151,selected,ready,direct,direct,consistent,-0.059375,0.6,72.5,-0.16249999999999992,363,True
401,23.460438608000914,42.95808999995643,7.649797000340186,selected,ready,direct,direct,consistent,-0.059375,0.6,72.5,-0.16249999999999992,363,True
402,23.503927578000003,35.748804000832024,7.651203999557765,selected,ready,direct,direct,consistent,-0.05625,0.6,72.5,-0.1687499999999999,364,True
403,23.551045561000137,39.313596000283724,7.7175179994810605,selected,ready,direct,direct,consistent,-0.05625,0.6,72.25,-0.1781249999999999,364,True
404,23.645451802000025,46.71000800044567,7.757609999316628,selected,ready,direct,direct,consistent,-0.059375,0.6,72.5,-0.16249999999999992,363,True
405,23.694758563000505,39.18321000128344,10.038366999651771,selected,ready,direct,direct,consistent,-0.059375,0.6,72.25,-0.17187499999999994,364,True
406,23.746454710000762,39.15085799962981,12.420902001395007,selected,ready,direct,direct,consistent,-0.05625,0.6,72.25,-0.1781249999999999,364,True
407,23.793977000999803,34.460696999303764,12.938114999997197,selected,ready,direct,direct,consistent,-0.05625,0.6,72.5,-0.1687499999999999,364,True
408,23.889720700999533,7.686704000661848,13.85767399915494,selected,ready,direct,direct,consistent,-0.05625,0.6,72.5,-0.1687499999999999,364,True
409,23.931516810000176,33.97042700089514,7.6993879993096925,selected,ready,direct,direct,consistent,-0.05625,0.6,72.5,-0.1687499999999999,364,True
410,23.97533990500051,36.050966000402695,7.686315000682953,selected,ready,direct,direct,consistent,-0.05625,0.6,72.5,-0.1687499999999999,364,True
411,24.022321057000227,39.27715200006787,7.618593999723089,selected,ready,direct,direct,consistent,-0.05625,0.6,72.25,-0.1781249999999999,364,True
412,24.116666817000805,46.70674899898586,7.73716600087937,selected,ready,direct,direct,consistent,-0.05625,0.6,72.25,-0.1781249999999999,364,True
413,24.163724264000848,39.29013299966755,7.678630001464626,selected,ready,direct,direct,consistent,-0.05625,0.6,72.5,-0.1687499999999999,364,True
414,24.210772747999727,39.25635700034036,7.70549899971229,selected,ready,direct,direct,consistent,-0.05625,0.6,72.25,-0.1781249999999999,364,True
415,24.258141615999193,39.309707999564125,7.786034999298863,selected,ready,direct,direct,consistent,-0.05625,0.6,72.25,-0.1781249999999999,364,True
416,24.352268676000676,46.49804900145682,7.735942999715917,selected,ready,direct,direct,consistent,-0.05625,0.6,72.25,-0.1781249999999999,364,True
417,24.399473380000927,39.37487300026987,7.743591000689776,selected,ready,direct,direct,consistent,-0.05625,0.6,72.5,-0.1687499999999999,364,True
418,24.446368274000633,39.05648899853986,7.750906001092517,selected,ready,direct,direct,consistent,-0.05625,0.6,72.5,-0.1687499999999999,364,True
419,24.49343640600091,39.221802000611206,7.761535000099684,selected,ready,direct,direct,consistent,-0.05625,0.6,72.5,-0.1687499999999999,364,True
420,24.587755074999222,46.582307000790024,7.778461998896091,selected,ready,direct,direct,consistent,-0.05625,0.6,72.5,-0.1687499999999999,364,True
421,24.63473755999985,39.157913999588345,7.738887999948929,selected,ready,direct,direct,consistent,-0.05625,0.6,72.25,-0.1781249999999999,364,True
422,24.681906264000645,39.33389200028614,7.748758000161615,selected,ready,direct,direct,consistent,-0.05625,0.6,72.5,-0.1687499999999999,364,True
423,24.728939915999945,39.22435700042115,7.724999999481952,selected,ready,direct,direct,consistent,-0.05625,0.6,72.5,-0.1687499999999999,364,True
424,24.823090457000944,46.54852999919967,7.6498150010593235,selected,ready,direct,direct,consistent,-0.05625,0.6,72.5,-0.1687499999999999,364,True
425,24.87049223199938,39.55462999874726,7.759258000078262,selected,ready,direct,direct,consistent,-0.05625,0.6,72.5,-0.1687499999999999,364,True
426,24.917438643000423,39.11408099884284,7.74820200058457,selected,ready,direct,direct,consistent,-0.05625,0.6,72.25,-0.1781249999999999,364,True
427,24.964578384999186,39.36652099946514,7.688665999012301,selected,ready,direct,direct,consistent,-0.05625,0.6,72.5,-0.1687499999999999,364,True
428,25.05880222199994,46.59575100049551,7.638371000211919,selected,ready,direct,direct,consistent,-0.05625,0.6,72.25,-0.1781249999999999,364,True
429,25.10601412899996,39.33503999905952,7.791128000462777,selected,ready,direct,direct,consistent,-0.05625,0.6,72.5,-0.1687499999999999,364,True
430,25.154478144999302,40.64996200031601,7.729424998615286,selected,ready,direct,direct,consistent,-0.05625,0.6,72.5,-0.1687499999999999,364,True
431,25.200090542000908,37.83249199841521,7.69457300157228,selected,ready,direct,direct,consistent,-0.05625,0.6,72.25,-0.1781249999999999,364,True
432,25.29475764900053,46.51977100002114,8.11223300115671,selected,ready,direct,direct,consistent,-0.05625,0.55,68.25,-0.19218750000000004,365,True
433,25.341920761000438,38.75019800034352,8.144491999701131,selected,ready,direct,direct,consistent,-0.05625,0.55,68.5,-0.1875,365,True
434,25.388872043000447,38.83651199976157,8.028512000237242,selected,ready,direct,direct,consistent,-0.05625,0.55,68.25,-0.19218750000000004,365,True
435,25.43599902599999,39.041803998770774,7.997643000635435,selected,ready,direct,direct,consistent,-0.05625,0.55,68.25,-0.19218750000000004,365,True
436,25.530278231999546,46.24875700028497,8.137602999340743,selected,ready,direct,direct,consistent,-0.05625,0.55,68.5,-0.1875,365,True
437,25.57732279099946,38.88854800061381,8.069437999438378,selected,ready,direct,direct,consistent,-0.05625,0.55,68.0,-0.19687500000000005,366,True
438,25.624404236999908,38.971509000475635,8.025234999877284,selected,ready,direct,direct,consistent,-0.05625,0.55,68.25,-0.19218750000000004,365,True
439,25.67169297700093,39.16419200140808,8.035883000047761,selected,ready,direct,direct,consistent,-0.059375,0.55,68.25,-0.19062500000000004,365,True
440,25.765949516000546,46.11390799982473,8.14415800050483,selected,ready,direct,direct,consistent,-0.05,0.55,69.0,-0.18125000000000002,364,True
441,25.813038629999937,38.92271400036407,8.081067999228253,selected,ready,direct,direct,consistent,-0.05,0.55,68.75,-0.18593750000000003,365,True
442,25.860213814999952,38.995528000668855,8.09228899925074,selected,ready,direct,direct,consistent,-0.046875,0.55,68.75,-0.18750000000000006,365,True
443,25.90692484200008,38.832548998470884,7.7905720008857315,selected,ready,direct,direct,consistent,-0.05,0.6,73.25,-0.15312499999999993,362,True
444,26.00127158400028,46.678749000420794,7.787664999341359,selected,ready,direct,direct,consistent,-0.059375,0.6,72.75,-0.15312499999999993,362,True
445,26.04882400399947,39.227597999342834,8.238915999754681,selected,ready,direct,direct,consistent,-0.078125,0.55,67.25,-0.2,366,True
446,26.09525088800001,38.80329000094207,7.536724999226863,selected,ready,direct,direct,consistent,-0.10625,0.55,63.0,-0.26562500000000006,371,True
447,26.14253375699991,39.38014999948791,7.818645999577711,selected,ready,direct,direct,consistent,-0.15,0.6,63.75,-0.30937499999999984,375,True
448,26.23669946500013,46.978282000054605,7.749758000500151,selected,ready,direct,direct,consistent,-0.2375,0.6,53.75,-0.5093749999999998,390,True
449,26.284256884999195,39.448241999707534,8.021234998523141,selected,ready,direct,direct,consistent,-0.26875,0.6,51.75,-0.5218749999999999,390,True
450,26.330968763999408,38.84628900050302,7.778090999636333,selected,ready,direct,direct,consistent,-0.290625,0.6,51.25,-0.4968749999999998,390,True
451,26.378303039000457,39.10930300116888,7.984531999682076,selected,ready,direct,direct,consistent,-0.3,0.6,50.25,-0.5156249999999999,390,True
452,26.472920018000877,46.67056500147737,8.121677999952226,selected,ready,direct,direct,consistent,-0.290625,0.6,50.75,-0.5156249999999998,390,True
453,26.520085277999897,38.74584699951811,8.33261899970239,selected,ready,direct,direct,consistent,-0.29375,0.6,51.25,-0.4906249999999998,389,True
454,26.56731185100034,38.49572099898069,8.644076000564382,selected,ready,direct,direct,consistent,-0.296875,0.6,51.25,-0.4843749999999999,389,True
455,26.614473592999275,38.46273999988625,8.613317999333958,selected,ready,direct,direct,consistent,-0.3125,0.6,50.5,-0.48124999999999996,388,True
456,26.708145956999942,45.75008000028902,7.9001630001585,selected,ready,direct,direct,consistent,-0.33125,0.6,48.75,-0.5093749999999999,390,True
457,26.75489053899946,39.006286999210715,7.651777999853948,selected,unavailable,direct,unavailable,consistent,-0.3375,,,,350,True
458,26.849736051000946,46.36516299979121,8.119326001178706,selected,ready,interpolated,direct,consistent,-0.371875,0.55,45.25,-0.46562500000000007,387,True
459,26.944248048999725,45.36556800121616,8.510096999089,selected,ready,direct,direct,consistent,-0.415625,0.55,44.5,-0.45781249999999996,387,True
460,26.99153580699931,38.49427600107447,8.70679799845675,selected,ready,direct,direct,consistent,-0.41875,0.6,45.5,-0.45625000000000004,386,True
461,27.039165706999484,38.34585299955506,9.198808000292047,selected,ready,direct,direct,consistent,-0.40625,0.55,44.75,-0.4578125,387,True
462,27.08658214800016,37.859898000533576,9.473265999986324,selected,ready,direct,direct,consistent,-0.3875,0.55,46.0,-0.44375,386,True
463,27.17997920199923,42.51424599897291,8.741147999899113,selected,ready,direct,direct,consistent,-0.328125,0.6,51.75,-0.403125,382,True
464,27.22960890200011,40.54335399996489,9.000477000881801,selected,ready,direct,direct,consistent,-0.296875,0.6,54.75,-0.3531249999999999,378,True
465,27.27389630399921,35.7478780006204,8.45452499925159,selected,ready,direct,direct,consistent,-0.2625,0.6,57.0,-0.33749999999999986,377,True
466,27.321437242000684,38.68638399944757,8.772426001087297,selected,ready,direct,direct,consistent,-0.228125,0.6,59.75,-0.3031249999999999,374,True
467,27.416548379000233,43.70439299964346,9.628744999645278,selected,ready,direct,direct,consistent,-0.175,0.6,63.5,-0.26874999999999993,372,True
468,27.463805933999538,37.250908000714844,9.740243998749065,selected,ready,direct,direct,consistent,-0.15625,0.55,62.0,-0.259375,371,True
469,27.51048236799943,37.23905699916941,9.352693999971962,selected,ready,direct,direct,consistent,-0.125,0.55,63.5,-0.246875,370,True
470,27.557841698999255,37.72153099998832,9.553393998430693,selected,ready,direct,direct,consistent,-0.096875,0.55,65.5,-0.2234375,368,True
471,27.651819669999895,43.394360998718184,9.374027000376373,selected,ready,direct,direct,consistent,-0.034375,0.55,69.5,-0.17968750000000006,364,True
472,27.70146022100016,40.74272000070778,8.80994399994961,selected,ready,interpolated,direct,consistent,-0.0140625,0.55,72.0,-0.14296875000000003,361,True
473,27.745375258000422,35.09550099988701,8.735945000807988,selected,ready,interpolated,direct,consistent,-0.0015625,0.6,77.25,-0.09999999999999992,358,True
474,27.79359864899925,39.81445800127403,8.324322998305433,selected,ready,direct,direct,consistent,0.0,0.6,77.0,-0.1124999999999999,359,True
475,27.887541248999696,43.39284199886606,9.532172000035644,selected,ready,direct,direct,consistent,-0.009375,0.55,73.5,-0.11718750000000003,359,True
476,27.93440710700088,37.74871499990695,9.029700000610319,selected,ready,direct,direct,consistent,0.00625,0.55,75.5,-0.08750000000000002,357,True
477,27.98057101300037,37.78521499953058,8.292804001030163,selected,ready,direct,direct,consistent,0.021875,0.6,80.5,-0.02499999999999996,352,True
478,28.028296320000663,38.742439000998274,8.897276000425336,selected,ready,interpolated,direct,consistent,0.028125,0.55,80.25,-0.009375000000000012,351,True
479,28.12122212199938,44.13247799857345,7.6761290001741145,selected,ready,direct,direct,consistent,0.0375,0.55,83.25,0.0421875,348,True
480,28.172523924000416,2.1469269995577633,8.185695000065607,selected,ready,direct,direct,consistent,0.03125,0.55,83.5,0.05,348,True
481,28.21569345500029,35.40023599998676,7.683814999836613,selected,unavailable,direct,unavailable,consistent,0.01875,,,,350,True
482,28.31026523000037,45.651489999727346,8.066919001066708,selected,ready,direct,direct,consistent,0.021875,0.6,80.75,-0.015624999999999965,351,True
483,28.40448153000034,45.436270998834516,7.952977000968531,selected,ready,direct,direct,consistent,0.040625,0.6,81.75,-0.015624999999999965,351,True
484,28.45125551899946,38.86325100029353,7.824479998816969,selected,ready,direct,direct,consistent,0.053125,0.6,82.5,-0.012499999999999949,351,True
485,28.498814050000874,39.23450399997819,8.08860500001174,selected,ready,direct,direct,consistent,0.0625,0.6,83.5,0.006250000000000033,350,True
486,28.592870611000762,45.34403099933115,8.129400001053,selected,ready,direct,direct,consistent,0.06875,0.6,84.25,0.02187500000000002,349,True
487,28.640345644000263,39.58392499953334,7.805646000633715,selected,ready,direct,direct,consistent,0.071875,0.6,84.5,0.02500000000000005,349,True
488,28.68689072900088,38.572904999455204,7.885163000537432,selected,ready,direct,direct,consistent,0.065625,0.6,84.25,0.028125000000000025,349,True
489,28.733954658000584,39.09217399996123,7.886830000643386,selected,ready,direct,direct,consistent,0.0625,0.6,83.75,0.015625000000000035,349,True
490,28.783835371999885,1.242959999217419,7.939200000691926,selected,ready,direct,direct,consistent,0.06875,0.6,84.5,0.03125000000000003,349,True
491,28.828274195999256,36.47232899857045,7.8788669998175465,selected,ready,direct,direct,consistent,0.06875,0.6,84.5,0.03125000000000003,349,True
492,28.875394013000914,39.20996799934073,7.822461000614567,selected,ready,direct,direct,consistent,0.065625,0.6,84.0,0.018750000000000037,349,True
493,28.928519617000347,41.12541700123984,11.88992999959737,selected,unavailable,direct,unavailable,consistent,0.0625,,,,350,True
494,29.016844849000336,13.01972500004922,7.9409959998884005,selected,ready,direct,direct,consistent,0.05,0.55,84.0,0.05,348,True
495,29.11105938900073,45.87037500095903,7.939384000565042,selected,ready,direct,direct,consistent,0.05,0.55,83.75,0.0453125,348,True
496,29.157931802999883,38.99000899946259,7.798275999448379,selected,ready,direct,direct,consistent,0.05,0.55,83.75,0.0453125,348,True
497,29.20523655999932,39.310595999268116,7.911143999081105,selected,ready,direct,direct,consistent,0.05,0.55,83.75,0.0453125,348,True
498,29.25223408199963,39.097303999369615,7.817701000021771,selected,ready,direct,direct,consistent,0.05,0.55,83.75,0.0453125,348,True
499,29.346708674000183,45.85535600017465,8.01175400010834,selected,ready,direct,direct,consistent,0.05,0.55,83.75,0.0453125,348,True
500,29.393560160999186,38.84688200014352,7.919272999060922,selected,ready,direct,direct,consistent,0.05,0.55,83.75,0.0453125,348,True
501,29.440733680999983,39.23469000073965,7.855089999793563,selected,ready,direct,direct,consistent,0.05,0.55,83.75,0.0453125,348,True
502,29.48770794399934,39.15361699910136,7.735481000054278,selected,ready,direct,direct,consistent,0.05,0.55,83.75,0.0453125,348,True
503,29.584507606999978,48.342609999963315,7.840553000278305,selected,ready,direct,direct,consistent,0.05,0.55,83.75,0.0453125,348,True
504,29.629190206000203,36.78017600032035,7.816220000677276,selected,ready,direct,direct,consistent,0.046875,0.55,83.75,0.046875,348,True
505,29.676185431000704,39.14350699960778,7.767646000502282,selected,ready,direct,direct,consistent,0.05,0.55,83.75,0.0453125,348,True
506,29.72483222200026,40.7559979994403,7.805535000443342,selected,ready,direct,direct,consistent,0.05,0.55,83.75,0.0453125,348,True
507,29.81773341400003,44.69909799991001,7.98306899923773,selected,ready,direct,direct,consistent,0.05,0.55,83.75,0.0453125,348,True
508,29.864752325000154,39.1416170004959,7.7943319993210025,selected,ready,direct,direct,consistent,0.05,0.55,83.75,0.0453125,348,True
509,29.91179916100009,39.13056300007156,7.8292380003404105,selected,ready,direct,direct,consistent,0.05,0.55,83.75,0.0453125,348,True
510,29.95898145799947,39.22602300008293,7.870589999583899,selected,ready,direct,direct,consistent,0.046875,0.55,83.75,0.046875,348,True
511,30.056704106000325,49.56422000032035,7.866849000492948,selected,ready,direct,direct,consistent,0.046875,0.55,83.75,0.046875,348,True
