run,image,near_x,near_status,far_x,far_y,far_status,near_offset,preview_error,steering_pwm,control_status,track_status
150026,000529_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000551_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000573_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000595_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
150026,000617_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
152620,000001_raw.jpg,88.25,direct,86.75,0.6,direct,0.103125,0.04687500000000007,348,ready,selected
152620,000022_raw.jpg,82.0,interpolated,80.0,0.55,direct,0.025,-0.012500000000000011,351,ready,selected
152620,000044_raw.jpg,48.5,direct,51.25,0.55,direct,-0.39375,-0.3421875,377,ready,selected
152620,000066_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
152620,000088_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
152620,000110_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
152620,000132_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
152620,000154_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
152620,000176_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
152620,000198_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
152620,000220_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
152620,000242_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
152620,000264_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
152620,000286_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
153324,000001_raw.jpg,85.0,direct,83.5,0.55,direct,0.0625,0.03437499999999999,349,ready,selected
153324,000022_raw.jpg,77.0,interpolated,74.75,0.55,direct,-0.0375,-0.07968750000000002,356,ready,selected
153324,000044_raw.jpg,48.75,direct,46.25,0.55,direct,-0.390625,-0.4375,385,ready,selected
153324,000066_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
153324,000088_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
153324,000110_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
153324,000132_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
153324,000154_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
153324,000176_raw.jpg,,unavailable,,,unavailable,,,350,unavailable,selected
153630,000001_raw.jpg,82.25,direct,74.75,0.55,direct,0.028125,-0.11250000000000006,359,ready,selected
153630,000022_raw.jpg,82.5,direct,74.75,0.55,direct,0.03125,-0.11406250000000004,359,ready,selected
153630,000044_raw.jpg,82.25,direct,75.0,0.55,direct,0.028125,-0.10781250000000002,359,ready,selected
153630,000066_raw.jpg,82.5,direct,75.0,0.55,direct,0.03125,-0.10937500000000006,359,ready,selected
153630,000088_raw.jpg,82.25,direct,75.25,0.55,direct,0.028125,-0.10312500000000001,358,ready,selected
153630,000110_raw.jpg,82.5,direct,74.75,0.55,direct,0.03125,-0.11406250000000004,359,ready,selected
153630,000132_raw.jpg,82.5,direct,74.75,0.55,direct,0.03125,-0.11406250000000004,359,ready,selected
