image,height_ratio,yellow_candidates,white_candidates,status,center_x
10542_cam_image_array_.jpg,0.7,"[19.0, 151.0]",[111.5],unique_pair,65.25
10542_cam_image_array_.jpg,0.8,[157.0],"[125.0, 150.0]",no_pair,
10542_cam_image_array_.jpg,0.9,[5.0],[138.5],unique_pair,71.75
10602_cam_image_array_.jpg,0.6,[48.5],[],no_pair,
10602_cam_image_array_.jpg,0.7,[],"[132.0, 150.5]",no_pair,
10602_cam_image_array_.jpg,0.8,"[28.0, 158.5]","[31.5, 144.0, 157.5]",ambiguous,
10602_cam_image_array_.jpg,0.9,[21.5],"[26.5, 154.0]",unique_pair,87.75
10663_cam_image_array_.jpg,0.6,"[35.5, 158.0]","[113.0, 148.0]",ambiguous,
10663_cam_image_array_.jpg,0.7,[34.5],"[133.5, 155.5]",ambiguous,
10663_cam_image_array_.jpg,0.8,[29.0],[150.0],unique_pair,89.5
10663_cam_image_array_.jpg,0.9,[25.5],[158.5],unique_pair,92.0
10724_cam_image_array_.jpg,0.6,[34.5],[106.0],unique_pair,70.25
10724_cam_image_array_.jpg,0.7,[26.0],"[123.5, 154.0]",ambiguous,
10724_cam_image_array_.jpg,0.8,[21.0],[137.5],unique_pair,79.25
10724_cam_image_array_.jpg,0.9,[],[151.0],no_pair,
10784_cam_image_array_.jpg,0.6,[36.5],[107.5],unique_pair,72.0
10784_cam_image_array_.jpg,0.7,[26.0],[127.5],unique_pair,76.75
10784_cam_image_array_.jpg,0.8,[19.5],[144.0],unique_pair,81.75
10784_cam_image_array_.jpg,0.9,[],[155.5],no_pair,
10845_cam_image_array_.jpg,0.6,[42.0],[111.5],unique_pair,76.75
10845_cam_image_array_.jpg,0.7,[28.0],"[123.0, 146.5]",ambiguous,
10845_cam_image_array_.jpg,0.8,[19.5],"[134.0, 153.0]",ambiguous,
10845_cam_image_array_.jpg,0.9,[],[144.0],no_pair,
10905_cam_image_array_.jpg,0.6,"[60.0, 158.5]",[],no_pair,
10905_cam_image_array_.jpg,0.7,[48.5],"[139.0, 153.5]",ambiguous,
10905_cam_image_array_.jpg,0.8,[44.0],[150.0],unique_pair,97.0
10905_cam_image_array_.jpg,0.9,[],[157.0],no_pair,
10966_cam_image_array_.jpg,0.6,[47.5],[118.0],unique_pair,82.75
10966_cam_image_array_.jpg,0.7,[42.5],"[135.0, 152.5]",ambiguous,
10966_cam_image_array_.jpg,0.8,[36.0],[147.5],unique_pair,91.75
10966_cam_image_array_.jpg,0.9,[],[157.0],no_pair,
11027_cam_image_array_.jpg,0.6,[22.5],[92.0],unique_pair,57.25
11027_cam_image_array_.jpg,0.7,[18.5],[110.5],unique_pair,64.5
11027_cam_image_array_.jpg,0.8,[7.5],[127.5],unique_pair,67.5
11027_cam_image_array_.jpg,0.9,[4.5],[143.5],no_pair,
11087_cam_image_array_.jpg,0.6,"[26.5, 122.5, 130.0]",[100.5],unique_pair,63.5
11087_cam_image_array_.jpg,0.7,"[22.5, 152.5]","[120.5, 145.5]",ambiguous,
11087_cam_image_array_.jpg,0.8,[157.5],"[136.5, 154.5]",no_pair,
11087_cam_image_array_.jpg,0.9,[11.5],[150.0],no_pair,
11148_cam_image_array_.jpg,0.6,"[24.0, 156.5]","[92.5, 157.5]",ambiguous,
11148_cam_image_array_.jpg,0.7,[14.5],[109.5],unique_pair,62.0
11148_cam_image_array_.jpg,0.8,[8.0],[124.5],unique_pair,66.25
11148_cam_image_array_.jpg,0.9,[3.0],[138.5],unique_pair,70.75
11208_cam_image_array_.jpg,0.6,"[31.0, 146.5]",[100.0],unique_pair,65.5
11208_cam_image_array_.jpg,0.7,"[22.0, 153.0]","[116.0, 154.0]",ambiguous,
11208_cam_image_array_.jpg,0.8,[16.5],[130.5],unique_pair,73.5
11208_cam_image_array_.jpg,0.9,[],[143.0],no_pair,
11269_cam_image_array_.jpg,0.6,[44.0],[115.0],unique_pair,79.5
11269_cam_image_array_.jpg,0.7,"[27.0, 155.5]","[126.5, 148.5]",ambiguous,
11269_cam_image_array_.jpg,0.8,[22.0],"[137.5, 155.0]",ambiguous,
11269_cam_image_array_.jpg,0.9,[17.5],[147.5],unique_pair,82.5
11329_cam_image_array_.jpg,0.6,[51.5],[0.5],no_pair,
11329_cam_image_array_.jpg,0.7,"[36.0, 157.5]","[131.5, 150.0]",ambiguous,
11329_cam_image_array_.jpg,0.8,[],"[143.0, 157.0]",no_pair,
11329_cam_image_array_.jpg,0.9,[14.0],[153.5],no_pair,
11390_cam_image_array_.jpg,0.6,"[31.5, 145.0]","[104.5, 154.0]",ambiguous,
11390_cam_image_array_.jpg,0.7,[24.5],[123.5],unique_pair,74.0
11390_cam_image_array_.jpg,0.8,[],[141.0],no_pair,
11390_cam_image_array_.jpg,0.9,[6.5],[153.5],no_pair,
11451_cam_image_array_.jpg,0.6,[44.5],[123.5],unique_pair,84.0
11451_cam_image_array_.jpg,0.7,[],[145.5],no_pair,
11451_cam_image_array_.jpg,0.8,[22.5],[148.0],unique_pair,85.25
11451_cam_image_array_.jpg,0.9,[16.5],[155.5],no_pair,
11511_cam_image_array_.jpg,0.6,[44.5],"[123.5, 145.5]",ambiguous,
11511_cam_image_array_.jpg,0.7,[],[145.5],no_pair,
11511_cam_image_array_.jpg,0.8,[23.5],[148.0],unique_pair,85.75
11511_cam_image_array_.jpg,0.9,[16.5],[155.5],no_pair,
11572_cam_image_array_.jpg,0.6,[44.0],"[124.0, 145.5]",ambiguous,
11572_cam_image_array_.jpg,0.7,[],"[137.0, 152.5]",no_pair,
11572_cam_image_array_.jpg,0.8,[23.5],[148.0],unique_pair,85.75
11572_cam_image_array_.jpg,0.9,[17.0],[155.5],no_pair,
11632_cam_image_array_.jpg,0.6,[44.5],"[124.0, 145.5]",ambiguous,
11632_cam_image_array_.jpg,0.7,[],"[136.5, 152.5]",no_pair,
11632_cam_image_array_.jpg,0.8,[23.0],[148.0],unique_pair,85.5
11632_cam_image_array_.jpg,0.9,[16.5],[155.5],no_pair,
11693_cam_image_array_.jpg,0.6,[148.5],"[86.5, 135.5, 149.5]",no_pair,
11693_cam_image_array_.jpg,0.7,[],"[72.0, 153.0]",no_pair,
11693_cam_image_array_.jpg,0.8,[],[59.0],no_pair,
11693_cam_image_array_.jpg,0.9,[],[],no_pair,
11754_cam_image_array_.jpg,0.6,[153.0],"[86.5, 135.5, 150.5]",no_pair,
11754_cam_image_array_.jpg,0.7,[],"[72.0, 153.0]",no_pair,
11754_cam_image_array_.jpg,0.8,[],[59.0],no_pair,
11754_cam_image_array_.jpg,0.9,[],[],no_pair,
11814_cam_image_array_.jpg,0.6,[58.0],[5.0],no_pair,
11814_cam_image_array_.jpg,0.7,[],"[140.5, 155.0]",no_pair,
11814_cam_image_array_.jpg,0.8,[36.0],[150.0],unique_pair,93.0
11814_cam_image_array_.jpg,0.9,[28.0],[156.0],unique_pair,92.0
11875_cam_image_array_.jpg,0.6,[57.5],[5.0],no_pair,
11875_cam_image_array_.jpg,0.7,[],"[140.5, 155.0]",no_pair,
11875_cam_image_array_.jpg,0.8,[36.0],[150.0],unique_pair,93.0
11875_cam_image_array_.jpg,0.9,[28.5],[156.0],unique_pair,92.25
11935_cam_image_array_.jpg,0.6,[58.0],[],no_pair,
11935_cam_image_array_.jpg,0.7,[],"[141.5, 155.0]",no_pair,
11935_cam_image_array_.jpg,0.8,[36.0],[150.5],unique_pair,93.25
11935_cam_image_array_.jpg,0.9,[29.5],[156.5],unique_pair,93.0
11996_cam_image_array_.jpg,0.6,[58.0],[],no_pair,
11996_cam_image_array_.jpg,0.7,[158.5],"[141.5, 155.0]",no_pair,
11996_cam_image_array_.jpg,0.8,[35.5],[150.5],unique_pair,93.0
11996_cam_image_array_.jpg,0.9,[28.5],[156.5],unique_pair,92.5
12057_cam_image_array_.jpg,0.6,[58.0],[],no_pair,
12057_cam_image_array_.jpg,0.7,[],"[141.5, 155.0]",no_pair,
12057_cam_image_array_.jpg,0.8,[36.0],[150.5],unique_pair,93.25
12057_cam_image_array_.jpg,0.9,[28.5],[156.5],unique_pair,92.5
